ctype1,status,label,text,text_cleaned,text_splited
STATUS,SUCCESS,STATUS,您尾号1111的账户账面余额为：11111.11元，可用余额为11111.11元，【廊坊银行】,您尾号1111的账户账面余额为 11111 11元 可用余额为11111 11元 ,您 尾号 1111 的 账户 账面 余额 为   11111   11 元   可用 余额 为 11111   11 元  
STATUS,SUCCESS,STATUS,您尾号为1111的设备卡已于1111-11-1111:11:11激活，欢迎使用。,您尾号为1111的设备卡已于1111 11 1111 11 11激活 欢迎使用 ,您 尾号 为 1111 的 设备 卡 已于 1111   11   1111   11   11 激活   欢迎 使用  
STATUS,SUCCESS,STATUS,您尾号1111的账户于11-1111:11:11解挂失【廊坊银行】,您尾号1111的账户于11 1111 11 11解挂失,您 尾号 1111 的 账户 于 11   1111   11   11 解 挂失
STATUS,SUCCESS,STATUS,您尾号1111的账户于11-1111:11:11挂失【廊坊银行】,您尾号1111的账户于11 1111 11 11挂失,您 尾号 1111 的 账户 于 11   1111   11   11 挂失
,IGNORE,IGNORE,尊敬的客户，您的尾号为1111的账户因开户后1个月内未发生账务性交易，根据监管要求已暂停非柜面功能，您可持凭证及本人身份证至我行任意网点重新开通。,尊敬的客户 您的尾号为1111的账户因开户后1个月内未发生账务性交易 根据监管要求已暂停非柜面功能 您可持凭证及本人身份证至我行任意网点重新开通 ,尊敬 的 客户   您 的 尾号 为 1111 的 账户 因 开户 后 1 个 月 内 未 发生 账务 性交易   根据 监管 要求 已 暂停 非 柜面 功能   您 可持 凭证 及 本人 身份证 至 我行 任意 网点 重新 开通  
,IGNORE,IGNORE,【廊坊银行】尊敬的张三，您好！您可在全世界所有带有银联标识的ATM机存取现金，所有带有银联标志的POS机上刷卡！您可关注“廊坊银行定方便您办理转账提现业务，廊坊银行期待为您服务！如需退订请回复TD,尊敬的张三 您好 您可在全世界所有带有银联标识的ATM机存取现金 所有带有银联标志的POS机上刷卡 您可关注 廊坊银行定方便您办理转账提现业务 廊坊银行期待为您服务 如需退订请回复TD,尊敬 的 张 三   您好   您 可 在 全世界 所有 带有 银联 标识 的 ATM 机 存取 现金   所有 带有 银联 标志 的 POS 机上 刷卡   您 可 关注   廊坊 银行 定 方便 您 办理 转账 提现 业务   廊坊 银行 期待 为您服务   如需 退订 请 回复 TD
,IGNORE,IGNORE,【廊坊银行】尊敬的郄1，您于1111-11-1111:11:11登录廊坊银行手机银行，感谢您的使用。,尊敬的郄1 您于1111 11 1111 11 11登录廊坊银行手机银行 感谢您的使用 ,尊敬 的 郄 1   您 于 1111   11   1111   11   11 登录 廊坊 银行 手机 银行   感谢您 的 使用  
,IGNORE,IGNORE,（本短信不作记账凭证，请查询您的银行账户）您尾号为1111的账户于11-1111:11:11向叶夏芳尾号为1111的账户转账支出人民币1111.11元余额1, 本短信不作记账凭证 请查询您的银行账户 您尾号为1111的账户于11 1111 11 11向叶夏芳尾号为1111的账户转账支出人民币1111 11元余额1,  本 短信 不 作 记账 凭证   请 查询 您 的 银行 账户   您 尾号 为 1111 的 账户 于 11   1111   11   11 向 叶夏芳 尾号 为 1111 的 账户 转账 支出 人民币 1111   11 元 余额 1
,IGNORE,IGNORE,（本短信不作记账凭证，请查询您的银行账户）您尾号为1111的账户于11-1111:11:11向廊坊市众康医药零售连锁有限公司尾号为1111的账户转账支出人民币1111.11元余额11, 本短信不作记账凭证 请查询您的银行账户 您尾号为1111的账户于11 1111 11 11向廊坊市众康医药零售连锁有限公司尾号为1111的账户转账支出人民币1111 11元余额11,  本 短信 不 作 记账 凭证   请 查询 您 的 银行 账户   您 尾号 为 1111 的 账户 于 11   1111   11   11 向 廊坊市 众康 医药 零售 连锁 有限公司 尾号 为 1111 的 账户 转账 支出 人民币 1111   11 元 余额 11
,IGNORE,IGNORE,【廊坊银行】（本短信不作记账凭证，请查询您的银行账户）河北天山建材科技有限公司于11-1111:11:11向您尾号为1111的账户转账存入人民币11111.11元余额11, 本短信不作记账凭证 请查询您的银行账户 河北天山建材科技有限公司于11 1111 11 11向您尾号为1111的账户转账存入人民币11111 11元余额11,  本 短信 不 作 记账 凭证   请 查询 您 的 银行 账户   河北 天山 建材 科技 有限公司 于 11   1111   11   11 向 您 尾号 为 1111 的 账户 转账 存入 人民币 11111   11 元 余额 11
PAYOUT,SUCCESS,PAYOUT,【廊坊银行】您尾号1111的账户11-1111:11:11ATM取款支取人民币1111.11元余额111.11元,您尾号1111的账户11 1111 11 11ATM取款支取人民币1111 11元余额111 11元,您 尾号 1111 的 账户 11   1111   11   11ATM 取款 支取 人民币 1111   11 元 余额 111   11 元
PAYOUT,SUCCESS,PAYOUT,【廊坊银行】您尾号1111的账户11-1111:11:11向张三转账人民币1111.11元余额111.11元,您尾号1111的账户11 1111 11 11向张三转账人民币1111 11元余额111 11元,您 尾号 1111 的 账户 11   1111   11   11 向 张 三 转账 人民币 1111   11 元 余额 111   11 元
PAYOUT,SUCCESS,PAYOUT,【廊坊银行】您尾号1111的账户11-1111:11:11转入周赚本息11111.11元，其中本金11111.11元，周赚利息1.11元，活期余额11,您尾号1111的账户11 1111 11 11转入周赚本息11111 11元 其中本金11111 11元 周赚利息1 11元 活期余额11,您 尾号 1111 的 账户 11   1111   11   11 转入 周 赚 本息 11111   11 元   其中 本金 11111   11 元   周 赚 利息 1   11 元   活期 余额 11
PAYOUT,SUCCESS,PAYOUT,【廊坊银行】您尾号1111账户11-1111:11:11存入周赚账户111111.11元，活期余额11111.11元,您尾号1111账户11 1111 11 11存入周赚账户111111 11元 活期余额11111 11元,您 尾号 1111 账户 11   1111   11   11 存入 周 赚 账户 111111   11 元   活期 余额 11111   11 元
PAYOUT,SUCCESS,PAYOUT,【廊坊银行】您尾号1111账户11-1111:11:11存入定期储蓄存款（双喜宝）111111.11元，存期11个月，利息每1个月自动结转至尾号1111账户,您尾号1111账户11 1111 11 11存入定期储蓄存款 双喜宝 111111 11元 存期11个月 利息每1个月自动结转至尾号1111账户,您 尾号 1111 账户 11   1111   11   11 存入 定期 储蓄存款   双喜 宝   111111   11 元   存期 11 个 月   利息 每 1 个 月 自动 结转 至 尾号 1111 账户
PAYOUT,SUCCESS,PAYOUT,您尾号1111账户11-1111:11:11存入定期储蓄存款（月存宝）11.11元，存期11个月【廊坊银行】,您尾号1111账户11 1111 11 11存入定期储蓄存款 月存宝 11 11元 存期11个月,您 尾号 1111 账户 11   1111   11   11 存入 定期 储蓄存款   月 存宝   11   11 元   存期 11 个 月
PAYOUT,SUCCESS,PAYOUT,【廊坊银行】您尾号1111账户存入的定期储蓄存款（月悦存）11-1111:11:11活期扣款1111.11元,您尾号1111账户存入的定期储蓄存款 月悦存 11 1111 11 11活期扣款1111 11元,您 尾号 1111 账户 存入 的 定期 储蓄存款   月悦存   11   1111   11   11 活期 扣款 1111   11 元
PAYOUT,SUCCESS,PAYOUT,您尾号1111账户存入的定期储蓄存款（月悦存）11-1111:11:11活期扣款1111.11元【廊坊银行】,您尾号1111账户存入的定期储蓄存款 月悦存 11 1111 11 11活期扣款1111 11元,您 尾号 1111 账户 存入 的 定期 储蓄存款   月悦存   11   1111   11   11 活期 扣款 1111   11 元
PAYOUT,SUCCESS,PAYOUT,您尾号1111的活期户11-11存入111.11元到尾号1111的月存宝户，该笔月存宝余额1111.11元，活期户余额11.11元，下一续存日11-11，请保持活期户余额充足。,您尾号1111的活期户11 11存入111 11元到尾号1111的月存宝户 该笔月存宝余额1111 11元 活期户余额11 11元 下一续存日11 11 请保持活期户余额充足 ,您 尾号 1111 的 活期 户 11   11 存入 111   11 元到 尾号 1111 的 月 存宝户   该笔 月 存宝 余额 1111   11 元   活期 户 余额 11   11 元   下 一 续存 日 11   11   请 保持 活期 户 余额 充足  
,IGNORE,IGNORE,【廊坊银行】您尾号1111账户存入的定期储蓄存款（万能存）11-1111:11:11提前支取本金111.11元，利息1.11元，剩余本金11111.11元｜【廊坊银行】您尾号1111账户存入的定期储蓄存款（万能存）11-1111:11:11到期支取本金111.11元，利息1.11元,您尾号1111账户存入的定期储蓄存款 万能存 11 1111 11 11提前支取本金111 11元 利息1 11元 剩余本金11111 11元｜您尾号1111账户存入的定期储蓄存款 万能存 11 1111 11 11到期支取本金111 11元 利息1 11元,您 尾号 1111 账户 存入 的 定期 储蓄存款   万能 存   11   1111   11   11 提前 支取 本金 111   11 元   利息 1   11 元   剩余 本金 11111   11 元 ｜ 您 尾号 1111 账户 存入 的 定期 储蓄存款   万能 存   11   1111   11   11 到期 支取 本金 111   11 元   利息 1   11 元
PAYOUT,SUCCESS,PAYOUT,您尾号7785的账户05月23日支出活期储蓄人民币3.00元。建设银行）,您尾号7785的账户05月23日支出活期储蓄人民币3 00元 建设银行 ,您 尾号 7785 的 账户 05 月 23 日 支出 活期储蓄 人民币 3   00 元   建设银行  
INCOME,SUCCESS,INCOME,尊敬的吴萍客户您于01月19日缴交了2110.00元住房公积金您的住房公积金账户余额为17201.35元。详情请咨询建设银行经办网点或95533谢谢。（建设银行）,尊敬的吴萍客户您于01月19日缴交了2110 00元住房公积金您的住房公积金账户余额为17201 35元 详情请咨询建设银行经办网点或95533谢谢 建设银行 ,尊敬 的 吴萍 客户 您 于 01 月 19 日 缴交 了 2110   00 元 住房 公积金 您 的 住房 公积金 账户 余额 为 17201   35 元   详情请 咨询 建设银行 经办 网点 或 95533 谢谢   建设银行  
PAYOUT,SUCCESS,PAYOUT,您尾号7001的储蓄账户6月20日17时30分向账户商品交易系统保证金账户转账支出美元汇3000.00元。建设银行）,您尾号7001的储蓄账户6月20日17时30分向账户商品交易系统保证金账户转账支出美元汇3000 00元 建设银行 ,您 尾号 7001 的 储蓄 账户 6 月 20 日 17 时 30 分向 账户 商品交易 系统 保证金 账户 转账 支出 美元 汇 3000   00 元   建设银行  
PAYOUT,SUCCESS,PAYOUT,您尾号1513的龙卡信用卡01月10日23:47取现500.00BOB当前可用额度552300.33元。微信关注“中国建设银行”回复“现金分期”轻松了解现金分期办理方式。（建设银行）,您尾号1513的龙卡信用卡01月10日23 47取现500 00BOB当前可用额度552300 33元 微信关注 中国建设银行 回复 现金分期 轻松了解现金分期办理方式 建设银行 ,您 尾号 1513 的 龙卡 信用卡 01 月 10 日 23   47 取现 500   00BOB 当前 可用 额度 552300   33 元   微信 关注   中国建设银行   回复   现金 分期   轻松 了解 现金 分期 办理 方式   建设银行  
PAYOUT,SUCCESS,PAYOUT,您尾号4192的理财卡6月7日15时42分汇出境外支出4800.00英镑。建设银行）,您尾号4192的理财卡6月7日15时42分汇出境外支出4800 00英镑 建设银行 ,您 尾号 4192 的 理财 卡 6 月 7 日 15 时 42 分 汇出 境外 支出 4800   00 英镑   建设银行  
PAYOUT,SUCCESS,PAYOUT,贵公司在我行尾号2968的活期存款账户余额为7251474.36元。建设银行）,贵公司在我行尾号2968的活期存款账户余额为7251474 36元 建设银行 ,贵 公司 在 我行 尾号 2968 的 活期存款 账户 余额 为 7251474   36 元   建设银行  
PAYOUT,SUCCESS,PAYOUT,贵单位账户0000当前人民币余额为22329.87元.建设银行）,贵单位账户0000当前人民币余额为22329 87元 建设银行 ,贵 单位 账户 0000 当前 人民币 余额 为 22329   87 元   建设银行  
PAYOUT,SUCCESS,PAYOUT,尊敬的客户您尾号5984龙卡信用卡当前可用额度为50.00美元最新活动优惠欢迎微信关注“龙卡信用卡”。（建设银行）,尊敬的客户您尾号5984龙卡信用卡当前可用额度为50 00美元最新活动优惠欢迎微信关注 龙卡信用卡 建设银行 ,尊敬 的 客户 您 尾号 5984 龙卡 信用卡 当前 可用 额度 为 50   00 美元 最新 活动 优惠 欢迎 微信 关注   龙卡 信用卡   建设银行  
PAYOUT,SUCCESS,PAYOUT,您尾号9324的个人账户活期储蓄余额为100.00港币汇）。建设银行）,您尾号9324的个人账户活期储蓄余额为100 00港币汇 建设银行 ,您 尾号 9324 的 个人账户 活期储蓄 余额 为 100   00 港币 汇   建设银行  
PAYOUT,SUCCESS,PAYOUT,您尾号为0077龙卡信用卡可用信用额度RMB216元可取现额度RMB216元。（建设银行）,您尾号为0077龙卡信用卡可用信用额度RMB216元可取现额度RMB216元 建设银行 ,您 尾号 为 0077 龙卡 信用卡 可用 信用 额度 RMB216 元 可 取现 额度 RMB216 元   建设银行  
PAYOUT,SUCCESS,PAYOUT,尊敬的客户您尾号5984龙卡信用卡当前可用额度为RMB50.00元最新活动优惠欢迎微信关注“龙卡信用卡”。（建设银行）,尊敬的客户您尾号5984龙卡信用卡当前可用额度为RMB50 00元最新活动优惠欢迎微信关注 龙卡信用卡 建设银行 ,尊敬 的 客户 您 尾号 5984 龙卡 信用卡 当前 可用 额度 为 RMB50   00 元 最新 活动 优惠 欢迎 微信 关注   龙卡 信用卡   建设银行  
PAYOUT,SUCCESS,PAYOUT,您尾号7711的储蓄卡账户1月21日0时42分代收育才成功学费支出人民币6700.00元活期余额17508.78元。（建设银行）,您尾号7711的储蓄卡账户1月21日0时42分代收育才成功学费支出人民币6700 00元活期余额17508 78元 建设银行 ,您 尾号 7711 的 储蓄卡 账户 1 月 21 日 0 时 42 分 代收 育才 成功 学费 支出 人民币 6700   00 元 活期 余额 17508   78 元   建设银行  
PAYOUT,SUCCESS,PAYOUT,您尾号为5825龙卡信用卡人民币余额为RMB-37305.73元。建设银行）,您尾号为5825龙卡信用卡人民币余额为RMB 37305 73元 建设银行 ,您 尾号 为 5825 龙卡 信用卡 人民币 余额 为 RMB   37305   73 元   建设银行  
INCOME,SUCCESS,INCOME,李玉兰您的06月份工资已于6月6日支付到账其中应发工资4867元实发工资4867元。建设银行）,李玉兰您的06月份工资已于6月6日支付到账其中应发工资4867元实发工资4867元 建设银行 ,李 玉兰 您 的 06 月份 工资 已于 6 月 6 日 支付 到 账 其中 应 发工资 4867 元实 发工资 4867 元   建设银行  
STATUS,SUCCESS,STATUS,尊敬的客户您2017年08月23日申请对尾号1155的龙卡信用卡销卡结清已办理成功请您自行剪断销毁卡片虚拟卡除外）。微信关注“龙卡信用卡”了解适合您的最新信用卡产品。（建设银行）,尊敬的客户您2017年08月23日申请对尾号1155的龙卡信用卡销卡结清已办理成功请您自行剪断销毁卡片虚拟卡除外 微信关注 龙卡信用卡 了解适合您的最新信用卡产品 建设银行 ,尊敬 的 客户 您 2017 年 08 月 23 日 申请 对 尾号 1155 的 龙卡 信用卡 销卡 结清 已 办理 成功 请 您 自行 剪断 销毁 卡片 虚拟 卡 除外   微信 关注   龙卡 信用卡   了解 适合 您 的 最新 信用卡 产品   建设银行  
STATUS,SUCCESS,STATUS,尊敬的客户您尾号4818的龙卡信用卡已于2017年07月09日激活根据监管要求请您尽快使用您的信用卡若01月06日前仍未使用将暂停您信用卡的交易功能。（建设银行）,尊敬的客户您尾号4818的龙卡信用卡已于2017年07月09日激活根据监管要求请您尽快使用您的信用卡若01月06日前仍未使用将暂停您信用卡的交易功能 建设银行 ,尊敬 的 客户 您 尾号 4818 的 龙卡 信用卡 已于 2017 年 07 月 09 日 激活 根据 监管 要求 请 您 尽快 使用 您 的 信用卡 若 01 月 06 日前 仍 未 使用 将 暂停 您 信用卡 的 交易 功能   建设银行  
STATUS,SUCCESS,STATUS,您尾号7737的龙卡信用卡已于09月29日从约定账户成功扣款人民币509.69元。该卡本期人民币账单已还足最低还款额。使用“中国建设银行”手机银行可快速查账更享免费账务变动提醒。（建设银行）,您尾号7737的龙卡信用卡已于09月29日从约定账户成功扣款人民币509 69元 该卡本期人民币账单已还足最低还款额 使用 中国建设银行 手机银行可快速查账更享免费账务变动提醒 建设银行 ,您 尾号 7737 的 龙卡 信用卡 已于 09 月 29 日 从 约定 账户 成功 扣款 人民币 509   69 元   该卡 本期 人民币 账单 已 还 足 最低 还款额   使用   中国建设银行   手机 银行 可 快速 查账 更享 免费 账务 变动 提醒   建设银行  
STATUS,SUCCESS,STATUS,您尾号5703的龙卡信用卡已于09月25日从约定账户成功补扣款人民币113.1元。入账后该卡本期人民币账单已还清。使用“中国建设银行”手机银行可快速查账更享免费账务变动提醒。（建设银行）,您尾号5703的龙卡信用卡已于09月25日从约定账户成功补扣款人民币113 1元 入账后该卡本期人民币账单已还清 使用 中国建设银行 手机银行可快速查账更享免费账务变动提醒 建设银行 ,您 尾号 5703 的 龙卡 信用卡 已于 09 月 25 日 从 约定 账户 成功 补 扣款 人民币 113   1 元   入账 后 该卡 本期 人民币 账单 已 还清   使用   中国建设银行   手机 银行 可 快速 查账 更享 免费 账务 变动 提醒   建设银行  
STATUS,SUCCESS,STATUS,您尾号8106的龙卡信用卡已产生年费160元您只需在2017-11-27前补刷3笔年费即可于满足补刷笔数后的次月底前自动退回信用卡账户。使用“中国建设银行”手机银行可快速查账更享免费账务变动提醒。（建设银行）,您尾号8106的龙卡信用卡已产生年费160元您只需在2017 11 27前补刷3笔年费即可于满足补刷笔数后的次月底前自动退回信用卡账户 使用 中国建设银行 手机银行可快速查账更享免费账务变动提醒 建设银行 ,您 尾号 8106 的 龙卡 信用卡 已 产生 年费 160 元 您 只 需 在 2017   11   27 前补刷 3 笔年费 即可 于 满足 补刷 笔数 后 的 次 月底 前 自动 退回 信用卡 账户   使用   中国建设银行   手机 银行 可 快速 查账 更享 免费 账务 变动 提醒   建设银行  
STATUS,SUCCESS,STATUS,您尾数为0258的账户短信服务免费试用期于10月28日结束此后服务费27.00元/年。若需取消可通过电子银行或网点办理（建设银行）,您尾数为0258的账户短信服务免费试用期于10月28日结束此后服务费27 00元 年 若需取消可通过电子银行或网点办理 建设银行 ,您 尾数 为 0258 的 账户 短信 服务 免费 试用期 于 10 月 28 日 结束 此后 服务费 27   00 元   年   若需 取消 可 通过 电子 银行 或 网点 办理   建设银行  
PAYOUT,SUCCESS,PAYOUT,杨义龙先生或女士）您尾号8876的贷款于09月24日通过（手机银行）支用贷款30000.0元。请您知晓贷款资金不得用于股票期货金融衍生产品股本权益性投资购房以及国家有关法律法规和规章禁止的其他消费与投资行为如您未按规定使用请立即归还贷款谢谢合作（建设银行）,杨义龙先生或女士 您尾号8876的贷款于09月24日通过 手机银行 支用贷款30000 0元 请您知晓贷款资金不得用于股票期货金融衍生产品股本权益性投资购房以及国家有关法律法规和规章禁止的其他消费与投资行为如您未按规定使用请立即归还贷款谢谢合作 建设银行 ,杨义龙 先生 或 女士   您 尾号 8876 的 贷款 于 09 月 24 日 通过   手机 银行   支 用 贷款 30000   0 元   请 您 知晓 贷款 资金 不得 用于 股票 期货 金融 衍生 产品 股本 权益 性 投资 购房 以及 国家有关 法律法规 和 规章 禁止 的 其他 消费 与 投资 行为 如 您 未 按规定 使用 请 立即 归还 贷款 谢谢合作   建设银行  
PAYOUT,SUCCESS,PAYOUT,陈玉玲向您的建行钱包转账存入收入5元当前余额94元（2017092512:36:35）。（建设银行）,陈玉玲向您的建行钱包转账存入收入5元当前余额94元 2017092512 36 35 建设银行 ,陈玉玲 向 您 的 建行 钱包 转账 存入 收入 5 元 当前 余额 94 元   2017092512   36   35   建设银行  
PAYOUT,SUCCESS,PAYOUT,尊敬的客户您尾号1667的储蓄卡账户活期余额2500.00元。建设银行）,尊敬的客户您尾号1667的储蓄卡账户活期余额2500 00元 建设银行 ,尊敬 的 客户 您 尾号 1667 的 储蓄卡 账户 活期 余额 2500   00 元   建设银行  
BILLREMIND,SUCCESS,BILLREMIND,截至09月24日您尾号7737的龙卡信用卡9月账单按最低还款额您还需还款人民币509.69元我行将于到期还款日09月29日扣款请保持约定账户人民币余额充足。使用“中国建设银行”手机银行一键办理还款或账单分期赢取10亿好礼。微信关注“龙卡信用卡”输入“手机银行”了解更多详情。（建设银行）,截至09月24日您尾号7737的龙卡信用卡9月账单按最低还款额您还需还款人民币509 69元我行将于到期还款日09月29日扣款请保持约定账户人民币余额充足 使用 中国建设银行 手机银行一键办理还款或账单分期赢取10亿好礼 微信关注 龙卡信用卡 输入 手机银行 了解更多详情 建设银行 ,截至 09 月 24 日 您 尾号 7737 的 龙卡 信用卡 9 月 账单 按 最低 还款额 您 还 需 还款 人民币 509   69 元 我行 将 于 到期 还款 日 09 月 29 日 扣款 请 保持 约定 账户 人民币 余额 充足   使用   中国建设银行   手机 银行 一键 办理 还款 或 账单 分期 赢取 10 亿好 礼   微信 关注   龙卡 信用卡   输入   手机 银行   了解 更 多 详情   建设银行  
PAYOUT,SUCCESS,PAYOUT,您尾号3803的理财卡6月4日7时5分57秒信用卡预约还款支出人民币17622.53元活期余额30606.66元。建设银行）,您尾号3803的理财卡6月4日7时5分57秒信用卡预约还款支出人民币17622 53元活期余额30606 66元 建设银行 ,您 尾号 3803 的 理财 卡 6 月 4 日 7 时 5 分 57 秒 信用卡 预约 还款 支出 人民币 17622   53 元 活期 余额 30606   66 元   建设银行  
PAYOUT,SUCCESS,PAYOUT,您尾号0884的银行卡09月23日10:35在建行特约商户北京中投科信科技发展有限公司消费0.01元,您尾号0884的银行卡09月23日10 35在建行特约商户北京中投科信科技发展有限公司消费0 01元,您 尾号 0884 的 银行卡 09 月 23 日 10   35 在 建行 特约 商户 北京 中投 科信 科技 发展 有限公司 消费 0   01 元
STATUS,SUCCESS,STATUS,温馨提示您尾号1111的龙卡信用卡因过有效期于11年11月11日11时11分交易失败。请使用到期换发的新卡卡片未收到可通过“中国建设银行”手机银行-“信用卡-信用卡管理-办卡进度查询”快速查询邮寄情况。（建设银行）,温馨提示您尾号1111的龙卡信用卡因过有效期于11年11月11日11时11分交易失败 请使用到期换发的新卡卡片未收到可通过 中国建设银行 手机银行 信用卡 信用卡管理 办卡进度查询 快速查询邮寄情况 建设银行 ,温馨 提示 您 尾号 1111 的 龙卡 信用卡 因过 有效期 于 11 年 11 月 11 日 11 时 11 分 交易 失败   请 使用 到期 换发 的 新卡 卡片 未 收到 可 通过   中国建设银行   手机 银行   信用卡   信用卡 管理   办卡 进度 查询   快速 查询 邮寄 情况   建设银行  
STATUS,SUCCESS,STATUS,温馨提示您尾号1111的龙卡信用卡因未输入交易密码于1111年11月11日11时11分交易失败请重新交易并输入密码。您可通过“中国建设银行”手机银行-“信用卡-信用卡管理-支付管理-消费免验密”开通消费免验密功能。（建设银行）,温馨提示您尾号1111的龙卡信用卡因未输入交易密码于1111年11月11日11时11分交易失败请重新交易并输入密码 您可通过 中国建设银行 手机银行 信用卡 信用卡管理 支付管理 消费免验密 开通消费免验密功能 建设银行 ,温馨 提示 您 尾号 1111 的 龙卡 信用卡 因未 输入 交易 密码 于 1111 年 11 月 11 日 11 时 11 分 交易 失败 请 重新 交易 并 输入 密码   您 可 通过   中国建设银行   手机 银行   信用卡   信用卡 管理   支付 管理   消费 免验 密   开通 消费 免验 密 功能   建设银行  
STATUS,SUCCESS,STATUS,温馨提示您尾号1111的龙卡信用卡因密码输错多次被锁定于1111年11月11日11时11分交易失败。您可通过“中国建设银行”手机银行-“信用卡-信用卡管理-密码管理”或持卡片及身份证至我行任意网点重置交易密码恢复用卡。（建设银行）,温馨提示您尾号1111的龙卡信用卡因密码输错多次被锁定于1111年11月11日11时11分交易失败 您可通过 中国建设银行 手机银行 信用卡 信用卡管理 密码管理 或持卡片及身份证至我行任意网点重置交易密码恢复用卡 建设银行 ,温馨 提示 您 尾号 1111 的 龙卡 信用卡 因 密码 输错 多次 被 锁定 于 1111 年 11 月 11 日 11 时 11 分 交易 失败   您 可 通过   中国建设银行   手机 银行   信用卡   信用卡 管理   密码 管理   或持 卡片 及 身份证 至 我行 任意 网点 重置 交易 密码恢复 用卡   建设银行  
STATUS,SUCCESS,STATUS,温馨提示您尾号1111的龙卡信用卡因尚未激活于11年11月11日11时11分交易失败。您可通过“中国建设银行”手机银行-“信用卡-信用卡管理-信用卡激活”激活卡片及设置密码。（建设银行）,温馨提示您尾号1111的龙卡信用卡因尚未激活于11年11月11日11时11分交易失败 您可通过 中国建设银行 手机银行 信用卡 信用卡管理 信用卡激活 激活卡片及设置密码 建设银行 ,温馨 提示 您 尾号 1111 的 龙卡 信用卡 因 尚未 激活 于 11 年 11 月 11 日 11 时 11 分 交易 失败   您 可 通过   中国建设银行   手机 银行   信用卡   信用卡 管理   信用卡 激活   激活 卡片 及 设置 密码   建设银行  
STATUS,SUCCESS,STATUS,温馨提示您尾号1111的龙卡信用卡因超过您自行设置的卡片限额于1111年11月11日11时11分交易失败。如需继续完成交易请登录“中国建设银行”手机银行通过“信用卡-信用卡管理-交易限额”关闭或修改交易限额并请妥善保管卡片信息。（建设银行）,温馨提示您尾号1111的龙卡信用卡因超过您自行设置的卡片限额于1111年11月11日11时11分交易失败 如需继续完成交易请登录 中国建设银行 手机银行通过 信用卡 信用卡管理 交易限额 关闭或修改交易限额并请妥善保管卡片信息 建设银行 ,温馨 提示 您 尾号 1111 的 龙卡 信用卡 因 超过 您 自行 设置 的 卡片 限额 于 1111 年 11 月 11 日 11 时 11 分 交易 失败   如需 继续 完成 交易 请 登录   中国建设银行   手机 银行 通过   信用卡   信用卡 管理   交易 限额   关闭 或 修改 交易 限额 并 请 妥善 保管 卡片 信息   建设银行  
STATUS,SUCCESS,STATUS,温馨提示您尾号1111的龙卡信用卡因状态异常于1111年11月11日11时11分交易失败。如有疑问请致电我行信用卡客服热线。（建设银行）,温馨提示您尾号1111的龙卡信用卡因状态异常于1111年11月11日11时11分交易失败 如有疑问请致电我行信用卡客服热线 建设银行 ,温馨 提示 您 尾号 1111 的 龙卡 信用卡 因 状态 异常 于 1111 年 11 月 11 日 11 时 11 分 交易 失败   如 有 疑问请 致电 我行 信用卡 客服热线   建设银行  
STATUS,SUCCESS,STATUS,您尾号1111的账户11月11日11时11分通过网上银行转账（预约）1元失败。,您尾号1111的账户11月11日11时11分通过网上银行转账 预约 1元失败 ,您 尾号 1111 的 账户 11 月 11 日 11 时 11 分 通过 网上银行 转账   预约   1 元 失败  
STATUS,SUCCESS,STATUS,掌声先生或女士）您尾号1111的贷款与尾号1111的储蓄卡之间的关联于11月11日已解除感谢使用。（建设银行）,掌声先生或女士 您尾号1111的贷款与尾号1111的储蓄卡之间的关联于11月11日已解除感谢使用 建设银行 ,掌声 先生 或 女士   您 尾号 1111 的 贷款 与 尾号 1111 的 储蓄卡 之间 的 关联 于 11 月 11 日 已 解除 感谢 使用   建设银行  
STATUS,SUCCESS,STATUS,尊敬的周礼莲您尾号为1111的账户于11月11日11时11分通过建行“裕农通”办理跨行转账业务您的活期余额为1111.11元。,尊敬的周礼莲您尾号为1111的账户于11月11日11时11分通过建行 裕农通 办理跨行转账业务您的活期余额为1111 11元 ,尊敬 的 周礼 莲 您 尾号 为 1111 的 账户 于 11 月 11 日 11 时 11 分 通过 建行   裕 农通   办理 跨行 转账 业务 您 的 活期 余额 为 1111   11 元  
STATUS,SUCCESS,STATUS,尊敬的张崇茂您尾号1111账户11月11日11时11分通过建行“裕农通”办理跨行转账业务系统已受理。,尊敬的张崇茂您尾号1111账户11月11日11时11分通过建行 裕农通 办理跨行转账业务系统已受理 ,尊敬 的 张崇茂 您 尾号 1111 账户 11 月 11 日 11 时 11 分 通过 建行   裕 农通   办理 跨行 转账 业务 系统 已 受理  
STATUS,SUCCESS,STATUS,您1111年11月11日11时11分查询尾号1111账户余额活期储蓄人民币111.11元钞）（建设银行）,您1111年11月11日11时11分查询尾号1111账户余额活期储蓄人民币111 11元钞 建设银行 ,您 1111 年 11 月 11 日 11 时 11 分 查询 尾号 1111 账户 余额 活期储蓄 人民币 111   11 元 钞   建设银行  
